Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer,FullCharacteristicName,Acute,Chronic
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381725104494400,PUEBLO RESERVOIR SITE 3B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2902803843723,-104.829425128018,NAD83,38.2902803843723,-104.829425128018,NAD83,,b3d2bf8f-9ad2-4351-922b-6d5851531f12,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1998-05-13,10:55:00,MDT,,,,12.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,9a92d8e1-af95-45ca-9aa4-875bd65dc806,8.4,standard units,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381602104435200,PUEBLO RESERVOIR SITE 7B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2672250492577,-104.73164460138,NAD83,38.2672250492577,-104.73164460138,NAD83,,011a2a13-9d61-4bd1-b84a-559d1f458f6c,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1997-06-18,09:31:00,MDT,,,,0.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,4317573c-324b-4d92-9111-8839e315d2a0,8.5,standard units,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381559104465500,PUEBLO RESERVOIR SITE 5C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2663917997302,-104.782479503373,NAD83,38.2663917997302,-104.782479503373,NAD83,,1a5ccb6f-0c61-4594-a26a-6532903e0e15,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2012-07-16,10:48:00,MDT,,,,51.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,7f285050-18ea-41c7-9ab5-3752cde90cb0,7.6,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,EL003,USDOI/USGS,"pH, wu, field, electrometry",,"DESCRIPTION: pH,WWR,FLD, ELEC; CITATION(S): USGS | I-1586-77",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381602104435200,PUEBLO RESERVOIR SITE 7B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2672250492577,-104.73164460138,NAD83,38.2672250492577,-104.73164460138,NAD83,,e329f84c-955d-48c3-adbe-5a1439b29e45,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1993-06-24,09:59:00,MDT,,,,69.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,df3e6370-516d-4c74-a53e-9b0edb604546,8.0,standard units,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""460800344""]",,,,,,USGS-381515104351900,FOUNTAIN CREEK AT MOUTH NEAR PUEBLO,Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003.0,110200030407.0,,,38.2541694876404,-104.589140407933,NAD83,38.2541694876404,-104.589140407933,NAD83,,6b559250-d582-4901-b775-378cf7fe8fa1,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1998-06-19,11:00:00,MDT,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, low stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,f1669fc3-6cff-4105-b743-daa8c37bb65f,8.3,standard units,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07099971,"ARKANSAS RIVER BELOW MOFFAT STREET AT PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.253275,-104.60287777777778,NAD83,38.253275,-104.60287777777778,NAD83,,e94c3a3d-549c-489d-91f5-14681e1c82c0,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey,"L-1620008 Received June 09, 2018",,,,,,,,,,,,2018-06-08,13:15:00,MDT,,,,,,,,,,,,30.0,USDOI/USGS,Single vertical DI,,"Depth-integrated: Single vertical, depth integrated",US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,3455412b-e381-4244-9397-f578b8a7ed52,8.6,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""85820034A""]",,,,,,USGS-381548104453300,PUEBLO RESERVOIR SITE 6C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2633362555322,-104.759701053165,NAD83,38.2633362555322,-104.759701053165,NAD83,,6f72b0e3-be27-457f-ac62-c612a70f524e,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2008-08-25,10:31:00,MDT,,,,72.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,358dda2d-064a-4e79-a539-9385a079ddcd,7.6,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381647104475300,PUEBLO RESERVOIR SITE 4B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2797249553399,-104.798590966035,NAD83,38.2797249553399,-104.798590966035,NAD83,,7184f0c3-76db-422e-a933-78f7e201839d,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1991-05-13,13:56:00,MDT,,,,18.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,2ce09a55-7c3f-47f0-b7d9-f6ffb6ad78e5,8.5,standard units,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""460823240""]",,,,,,USGS-07109500,"ARKANSAS RIVER NEAR AVONDALE, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200021204.0,,,38.2480579948478,-104.399135623992,NAD83,38.2480579948478,-104.399135623992,NAD83,,cedb2fad-872d-4731-8c5c-885c98846205,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1992-04-28,15:00:00,MDT,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,15596bb5-7955-4885-b916-7431184f1564,8.3,standard units,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381725104494400,PUEBLO RESERVOIR SITE 3B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2902803843723,-104.829425128018,NAD83,38.2902803843723,-104.829425128018,NAD83,,e527bf2e-5e2c-4ee8-a8e2-a60391c857c5,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1997-08-19,11:46:00,MDT,,,,0.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,08587b3e-b05d-481c-bf52-ddd706054be7,8.6,standard units,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381559104465500,PUEBLO RESERVOIR SITE 5C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2663917997302,-104.782479503373,NAD83,38.2663917997302,-104.782479503373,NAD83,,58fed82a-7347-44be-8e1c-4a9f112f9168,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1994-06-27,11:16:00,MDT,,,,60.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,5ecb28e4-cab3-4170-ba6a-c0296d550b41,8.0,standard units,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381602104435200,PUEBLO RESERVOIR SITE 7B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2672250492577,-104.73164460138,NAD83,38.2672250492577,-104.73164460138,NAD83,,9d793f64-1938-427b-ada6-39ae8932e160,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2009-08-27,09:49:00,MDT,,,,99.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,ad4c1651-4634-4ed1-a81a-06edca3d03d5,7.4,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381559104465500,PUEBLO RESERVOIR SITE 5C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2663917997302,-104.782479503373,NAD83,38.2663917997302,-104.782479503373,NAD83,,259874bd-6e8c-4298-a111-496a1d9476f8,,"Profile, vertical",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2019-04-08,13:28:00,MDT,,,,33.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,fd59cab7-c390-417d-8c07-4ab23105d3cf,8.3,standard units,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381602104435200,PUEBLO RESERVOIR SITE 7B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2672250492577,-104.73164460138,NAD83,38.2672250492577,-104.73164460138,NAD83,,3f7bdf57-d19f-42ea-a3f5-e663153e0bb7,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1996-08-21,08:43:00,MDT,,,,81.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,50fdd78d-24cb-4371-9c4a-7d23b357300b,7.7,standard units,,Historical,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381602104435200,PUEBLO RESERVOIR SITE 7B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2672250492577,-104.73164460138,NAD83,38.2672250492577,-104.73164460138,NAD83,,582d91ea-19ed-44ae-baba-705a7ffb3035,,"Profile, vertical",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2019-08-13,11:30:00,MDT,,,,42.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,4c7a7c5a-da53-4938-83a9-abb74c1a884f,7.9,standard units,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381602104435200,PUEBLO RESERVOIR SITE 7B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2672250492577,-104.73164460138,NAD83,38.2672250492577,-104.73164460138,NAD83,,d751fd9d-c0f0-4413-b79b-3b3c332a16d4,,"Profile, vertical",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2021-08-11,10:07:00,MDT,,,,18.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,2ce0c14d-6dc2-4079-a970-84124ca3b45a,8.3,standard units,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""85820034A""]",,,,,,USGS-07099200,"ARKANSAS RIVER NEAR PORTLAND, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020603.0,,,38.33722178342077,-104.93889055039602,NAD83,38.33722178342077,-104.93889055039602,NAD83,,52888215-2b0f-4246-ad66-6b949f93a247,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2009-06-02,11:00:00,MDT,,,,,,,,,,,,30.0,USDOI/USGS,Single vertical DI,,"Depth-integrated: Single vertical, depth integrated","US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,"Stable, high stage",Snowmelt,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,3f0e9bb3-80d9-4ce6-abf0-79080a53d3d7,7.9,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-09-16,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381559104465500,PUEBLO RESERVOIR SITE 5C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2663917997302,-104.782479503373,NAD83,38.2663917997302,-104.782479503373,NAD83,,05659d4d-2c13-413e-bc43-c9ed078d66d2,,"Profile, vertical",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2019-07-17,13:05:00,MDT,,,,60.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,9868c41b-f795-4bb7-8124-356ee3c0253c,7.9,standard units,,Provisional,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,PROBE,USDOI/USGS,"pH, field, electrometric",,"DESCRIPTION: pH, field, electrometric; CITATION(S): U.S. Geological Survey, [variously dated], pH, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.4, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. | USGS | NFM 6.4",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381559104465500,PUEBLO RESERVOIR SITE 5C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2663917997302,-104.782479503373,NAD83,38.2663917997302,-104.782479503373,NAD83,,1256cb12-146f-4d96-abca-7977d52c444c,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2012-08-16,11:50:00,MDT,,,,0.1,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,pH,"pH, water, unfiltered, field",,,,,,,,,,,,,,,,,,,,,,9867d50e-f925-407d-8ad3-0e0a432bd0a6,8.1,standard units,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,EL003,USDOI/USGS,"pH, wu, field, electrometry",,"DESCRIPTION: pH,WWR,FLD, ELEC; CITATION(S): USGS | I-1586-77",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,400.0,,pH,,
